timestamp,run_batch_id,category,provider,model,deployment,test_id,run_id,latency_ms,ttft_ms,input_size,output_size,input_unit,output_unit,cost_usd,quality_metric,quality_metric_name,output_preview,notes,error,ts
2026-06-14T22:14:34.468+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g1_fleurs,3,805.8664000127465,,576,66,seconds_x100,chars,0.000576,0.1,WER,Los murales o garabatos indeseados reciben el nombre de graffiti. ,,,2026-06-14 22:14:34.468000+00:00
2026-06-14T22:14:36.208+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g1_fleurs,4,1739.6749999606982,,576,66,seconds_x100,chars,0.000576,0.1,WER,Los murales o garabatos indeseados reciben el nombre de graffiti. ,,,2026-06-14 22:14:36.208000+00:00
2026-06-14T22:14:38.007+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g1_fleurs,5,1798.8224999862723,,576,66,seconds_x100,chars,0.000576,0.1,WER,Los murales o garabatos indeseados reciben el nombre de graffiti. ,,,2026-06-14 22:14:38.007000+00:00
2026-06-14T22:14:40.261+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g2_fleurs,1,2243.379699997604,,1206,178,seconds_x100,chars,0.001206,0.0606060606060606,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. ",,,2026-06-14 22:14:40.261000+00:00
2026-06-14T22:14:41.116+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g2_fleurs,2,854.8731000046246,,1206,178,seconds_x100,chars,0.001206,0.0606060606060606,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. ",,,2026-06-14 22:14:41.116000+00:00
2026-06-14T22:14:43.225+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g2_fleurs,3,2107.521000027191,,1206,178,seconds_x100,chars,0.001206,0.0606060606060606,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. ",,,2026-06-14 22:14:43.225000+00:00
2026-06-14T22:14:45.593+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g2_fleurs,4,2367.568299989216,,1206,178,seconds_x100,chars,0.001206,0.0606060606060606,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. ",,,2026-06-14 22:14:45.593000+00:00
2026-06-14T22:14:48.498+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g2_fleurs,5,2904.625200026203,,1206,178,seconds_x100,chars,0.001206,0.0606060606060606,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. ",,,2026-06-14 22:14:48.498000+00:00
2026-06-14T22:14:50.918+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g4_fleurs,1,2409.533799975179,,1566,229,seconds_x100,chars,0.001566,0.0,WER,"A veces, un mismo vuelo puede costar precios muy diferentes en varios recopiladores de contenidos, por lo que vale la pena comparar los resultados de búsqueda y navegar en el sitio web de la empresa a",,,2026-06-14 22:14:50.918000+00:00
2026-06-14T22:14:53.064+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g4_fleurs,2,2145.52590000676,,1566,229,seconds_x100,chars,0.001566,0.0,WER,"A veces, un mismo vuelo puede costar precios muy diferentes en varios recopiladores de contenidos, por lo que vale la pena comparar los resultados de búsqueda y navegar en el sitio web de la empresa a",,,2026-06-14 22:14:53.064000+00:00
2026-06-14T22:14:55.452+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g4_fleurs,3,2387.326200027019,,1566,229,seconds_x100,chars,0.001566,0.0,WER,"A veces, un mismo vuelo puede costar precios muy diferentes en varios recopiladores de contenidos, por lo que vale la pena comparar los resultados de búsqueda y navegar en el sitio web de la empresa a",,,2026-06-14 22:14:55.452000+00:00
2026-06-14T22:14:56.824+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g4_fleurs,4,1371.3662999798544,,1566,229,seconds_x100,chars,0.001566,0.0,WER,"A veces, un mismo vuelo puede costar precios muy diferentes en varios recopiladores de contenidos, por lo que vale la pena comparar los resultados de búsqueda y navegar en el sitio web de la empresa a",,,2026-06-14 22:14:56.824000+00:00
2026-06-14T22:15:00.601+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,g4_fleurs,5,3776.581300015096,,1566,229,seconds_x100,chars,0.001566,0.0,WER,"A veces, un mismo vuelo puede costar precios muy diferentes en varios recopiladores de contenidos, por lo que vale la pena comparar los resultados de búsqueda y navegar en el sitio web de la empresa a",,,2026-06-14 22:15:00.601000+00:00
2026-06-14T22:15:01.317+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c1_cv_noisy,1,703.0925000435673,,835,85,seconds_x100,chars,0.0008352,0.0,WER,"Por un lado, en el sector culto encontramos un movimiento progresivamente creciente. ",,,2026-06-14 22:15:01.317000+00:00
2026-06-14T22:15:02.105+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c1_cv_noisy,2,787.925099954009,,835,85,seconds_x100,chars,0.0008352,0.0,WER,"Por un lado, en el sector culto encontramos un movimiento progresivamente creciente. ",,,2026-06-14 22:15:02.105000+00:00
2026-06-14T22:15:04.126+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c1_cv_noisy,3,2020.13810002245,,835,85,seconds_x100,chars,0.0008352,0.0,WER,"Por un lado, en el sector culto encontramos un movimiento progresivamente creciente. ",,,2026-06-14 22:15:04.126000+00:00
2026-06-14T22:15:05.173+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c1_cv_noisy,4,1046.767599997111,,835,85,seconds_x100,chars,0.0008352,0.0,WER,"Por un lado, en el sector culto encontramos un movimiento progresivamente creciente. ",,,2026-06-14 22:15:05.173000+00:00
2026-06-14T22:15:06.816+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c1_cv_noisy,5,1643.1817999691702,,835,85,seconds_x100,chars,0.0008352,0.0,WER,"Por un lado, en el sector culto encontramos un movimiento progresivamente creciente. ",,,2026-06-14 22:15:06.816000+00:00
2026-06-14T22:15:08.888+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c3_cv_noisy,1,2060.0305999978445,,1564,64,seconds_x100,chars,0.0015647999999999,0.0,WER,Generalmente se celebra el tercer sábado del mes de septiembre. ,,,2026-06-14 22:15:08.888000+00:00
2026-06-14T22:15:09.782+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c3_cv_noisy,2,893.4444000478834,,1564,64,seconds_x100,chars,0.0015647999999999,0.0,WER,Generalmente se celebra el tercer sábado del mes de septiembre. ,,,2026-06-14 22:15:09.782000+00:00
2026-06-14T22:15:11.394+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c3_cv_noisy,3,1611.9047999964096,,1564,64,seconds_x100,chars,0.0015647999999999,0.0,WER,Generalmente se celebra el tercer sábado del mes de septiembre. ,,,2026-06-14 22:15:11.394000+00:00
2026-06-14T22:15:12.569+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c3_cv_noisy,4,1174.6382999699565,,1564,64,seconds_x100,chars,0.0015647999999999,0.0,WER,Generalmente se celebra el tercer sábado del mes de septiembre. ,,,2026-06-14 22:15:12.569000+00:00
2026-06-14T22:15:14.030+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,c3_cv_noisy,5,1460.635200026445,,1564,64,seconds_x100,chars,0.0015647999999999,0.0,WER,Generalmente se celebra el tercer sábado del mes de septiembre. ,,,2026-06-14 22:15:14.030000+00:00
2026-06-14T22:15:15.719+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l1_fleurs_largo,1,1676.860100007616,,3808,538,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento, no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vue",,,2026-06-14 22:15:15.719000+00:00
2026-06-14T22:15:20.325+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l1_fleurs_largo,2,4606.305200024508,,3808,538,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento, no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vue",,,2026-06-14 22:15:20.325000+00:00
2026-06-14T22:15:22.832+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l1_fleurs_largo,3,2506.56720000552,,3808,538,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento, no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vue",,,2026-06-14 22:15:22.832000+00:00
2026-06-14T22:15:25.108+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l1_fleurs_largo,4,2274.8906000051647,,3808,538,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento, no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vue",,,2026-06-14 22:15:25.108000+00:00
2026-06-14T22:15:28.531+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l1_fleurs_largo,5,3422.680100018624,,3808,538,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento, no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vue",,,2026-06-14 22:15:28.531000+00:00
2026-06-14T22:15:47.966+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l4_noisy_largo,1,2061.011800018605,,3808,537,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vuel",,,2026-06-14 22:15:47.966000+00:00
2026-06-14T22:15:49.842+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l4_noisy_largo,2,1875.6357000092976,,3808,537,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vuel",,,2026-06-14 22:15:49.842000+00:00
2026-06-14T22:15:53.030+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l4_noisy_largo,3,3187.665300036315,,3808,537,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vuel",,,2026-06-14 22:15:53.030000+00:00
2026-06-14T22:15:55.341+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l4_noisy_largo,4,2310.389599995688,,3808,537,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vuel",,,2026-06-14 22:15:55.341000+00:00
2026-06-14T22:15:57.155+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,l4_noisy_largo,5,1813.537299982272,,3808,537,seconds_x100,chars,0.0038079999999999,0.0309278350515463,WER,"Por el momento no se sabe qué cargos se imputarán o qué conduja las autoridades hasta el niño, pero se ha dado inicio a procedimientos penales de menores en el Tribunal Federal. A veces, un mismo vuel",,,2026-06-14 22:15:57.155000+00:00
2026-06-14T22:15:59.999+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r1_cv_centroamerica,1,2832.4566000374034,,1070,88,seconds_x100,chars,0.0010704,0.1428571428571428,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. ",,,2026-06-14 22:15:59.999000+00:00
2026-06-14T22:16:01.084+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r1_cv_centroamerica,2,1084.056599996984,,1070,88,seconds_x100,chars,0.0010704,0.1428571428571428,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. ",,,2026-06-14 22:16:01.084000+00:00
2026-06-14T22:16:02.721+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r1_cv_centroamerica,3,1636.4103999803774,,1070,88,seconds_x100,chars,0.0010704,0.1428571428571428,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. ",,,2026-06-14 22:16:02.721000+00:00
2026-06-14T22:16:04.597+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r1_cv_centroamerica,4,1876.3762000016868,,1070,88,seconds_x100,chars,0.0010704,0.1428571428571428,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. ",,,2026-06-14 22:16:04.597000+00:00
2026-06-14T22:16:05.415+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r1_cv_centroamerica,5,816.8346000020392,,1070,88,seconds_x100,chars,0.0010704,0.1428571428571428,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. ",,,2026-06-14 22:16:05.415000+00:00
2026-06-14T22:16:06.949+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r2_cv_centroamerica_largo,1,1521.8208999722265,,3235,257,seconds_x100,chars,0.0032356,0.0571428571428571,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. Sin embargo, la investigación paleontológica para buscar conexiones evolutivas tiene ciertas limitaciones. La Re",,,2026-06-14 22:16:06.949000+00:00
2026-06-14T22:16:09.398+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r2_cv_centroamerica_largo,2,2448.8585999934003,,3235,257,seconds_x100,chars,0.0032356,0.0571428571428571,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. Sin embargo, la investigación paleontológica para buscar conexiones evolutivas tiene ciertas limitaciones. La Re",,,2026-06-14 22:16:09.398000+00:00
2026-06-14T22:16:11.882+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r2_cv_centroamerica_largo,3,2483.1472000223584,,3235,257,seconds_x100,chars,0.0032356,0.0571428571428571,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. Sin embargo, la investigación paleontológica para buscar conexiones evolutivas tiene ciertas limitaciones. La Re",,,2026-06-14 22:16:11.882000+00:00
2026-06-14T22:16:14.405+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r2_cv_centroamerica_largo,4,2522.8263000026345,,3235,257,seconds_x100,chars,0.0032356,0.0571428571428571,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. Sin embargo, la investigación paleontológica para buscar conexiones evolutivas tiene ciertas limitaciones. La Re",,,2026-06-14 22:16:14.405000+00:00
2026-06-14T22:16:15.712+00:00,2026-06-14T21:50:59Z,stt,openai,whisper-1,cloud,r2_cv_centroamerica_largo,5,1306.777899968438,,3235,257,seconds_x100,chars,0.0032356,0.0571428571428571,WER,"Situado en la provincia de Guadalajara, en la comarca del señorío de Molina, Alto Tajo. Sin embargo, la investigación paleontológica para buscar conexiones evolutivas tiene ciertas limitaciones. La Re",,,2026-06-14 22:16:15.712000+00:00
2026-06-14T22:16:17.424+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a1_saludo_corto,1,1080.759099975694,,424,72,seconds_x100,chars,0.0003040727083333,0.0,WER,"Hola, buenos días. Soy un agente virtual de prueba para el benchmarking.",,,2026-06-14 22:16:17.424000+00:00
2026-06-14T22:16:17.783+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a1_saludo_corto,2,356.9518000003882,,424,72,seconds_x100,chars,0.0003040727083333,0.0,WER,"Hola, buenos días. Soy un agente virtual de prueba para el benchmarking.",,,2026-06-14 22:16:17.783000+00:00
2026-06-14T22:16:18.002+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a1_saludo_corto,3,218.7924000318162,,424,72,seconds_x100,chars,0.0003040727083333,0.0,WER,"Hola, buenos días. Soy un agente virtual de prueba para el benchmarking.",,,2026-06-14 22:16:18.002000+00:00
2026-06-14T22:16:18.469+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a1_saludo_corto,4,465.41699999943376,,424,72,seconds_x100,chars,0.0003040727083333,0.0,WER,"Hola, buenos días. Soy un agente virtual de prueba para el benchmarking.",,,2026-06-14 22:16:18.469000+00:00
2026-06-14T22:16:18.743+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a1_saludo_corto,5,273.68129999376833,,424,72,seconds_x100,chars,0.0003040727083333,0.0,WER,"Hola, buenos días. Soy un agente virtual de prueba para el benchmarking.",,,2026-06-14 22:16:18.743000+00:00
2026-06-14T22:16:18.993+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a2_oracion_media,1,249.23080002190545,,1109,187,seconds_x100,chars,0.0007947922916666,0.0952380952380952,WER,"El benchmarkie sistemático de servicios cognitivos contempla 6 dimensiones interdependientes que incluyen latencia, precisión, costo, privacidad, customización y facilidad de integración.",,,2026-06-14 22:16:18.993000+00:00
2026-06-14T22:16:19.640+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a2_oracion_media,2,645.2859999844804,,1109,187,seconds_x100,chars,0.0007947922916666,0.0952380952380952,WER,"El benchmarkie sistemático de servicios cognitivos contempla 6 dimensiones interdependientes que incluyen latencia, precisión, costo, privacidad, customización y facilidad de integración.",,,2026-06-14 22:16:19.640000+00:00
2026-06-14T22:16:19.916+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a2_oracion_media,3,275.2548999851569,,1109,187,seconds_x100,chars,0.0007947922916666,0.0952380952380952,WER,"El benchmarkie sistemático de servicios cognitivos contempla 6 dimensiones interdependientes que incluyen latencia, precisión, costo, privacidad, customización y facilidad de integración.",,,2026-06-14 22:16:19.916000+00:00
2026-06-14T22:16:20.213+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a2_oracion_media,4,296.42329999478534,,1109,187,seconds_x100,chars,0.0007947922916666,0.0952380952380952,WER,"El benchmarkie sistemático de servicios cognitivos contempla 6 dimensiones interdependientes que incluyen latencia, precisión, costo, privacidad, customización y facilidad de integración.",,,2026-06-14 22:16:20.213000+00:00
2026-06-14T22:16:20.450+00:00,2026-06-14T21:50:59Z,stt,deepgram,nova-3,cloud,a2_oracion_media,5,235.25169998174533,,1109,187,seconds_x100,chars,0.0007947922916666,0.0952380952380952,WER,"El benchmarkie sistemático de servicios cognitivos contempla 6 dimensiones interdependientes que incluyen latencia, precisión, costo, privacidad, customización y facilidad de integración.",,,2026-06-14 22:16:20.450000+00:00
